	TCGA-A2-A0YJ-01	TCGA-E2-A14Z-01	TCGA-AO-A0J7-01	TCGA-AO-A03M-01	TCGA-BH-A18M-01	TCGA-BH-A28Q-01	TCGA-A8-A08O-01	TCGA-C8-A130-01	TCGA-BH-A8FY-01	TCGA-AO-A125-01	TCGA-E2-A10B-01	TCGA-AN-A0XO-01	TCGA-AO-A1KT-01	TCGA-E2-A15H-01	TCGA-D8-A27W-01	TCGA-AO-A0JI-01	TCGA-BH-A0C3-01	TCGA-A8-A09Q-01	TCGA-AR-A250-01	TCGA-E9-A22G-01	TCGA-BH-A201-01	TCGA-E2-A1L6-01	TCGA-AN-A0FY-01
ATF7IP	2545	1580	3772	3343	4196	6036	3980	2455	858	1248	6610	3729	2311	3129	7266	3396	2795	3776	4267	4483	3118	3684	4073
ATF7	3357	2324	4873	4677	5311	11039	4414	2873	1893	3820	7761	6618	3999	4988	6769	2937	4654	4456	7211	3442	5657	5789	4849
ATG10	85	337	324	375	239	485	128	223	426	324	379	449	561	251	282	435	214	175	266	547	254	437	294
ATG12	490	1102	1270	2163	1761	1996	1686	984	1556	1957	2093	2511	2035	1303	2306	1146	1517	1152	2112	1213	1797	2645	1910
ATG16L1	1916	1343	4264	3224	2216	4405	3819	2312	1648	3629	2754	3935	3164	2049	1571	1074	1938	1690	5482	1600	3009	2811	2033
ATG16L2	213	1147	509	607	664	770	1746	1084	3033	3981	353	486	714	1340	298	622	1328	952	837	856	307	1545	2949
ATG2A	1358	1708	1148	2818	2195	1863	2082	2655	712	1201	2321	1843	1337	1813	2266	2387	2132	2271	3631	1797	1240	1673	2351
ATG2B	1096	1400	2701	3747	2915	5536	2247	2385	1247	2740	4368	3343	2663	2218	7133	3986	3099	3497	2793	1101	3846	3930	2620
ATG3	1800	1793	2744	2936	1956	2689	1551	1981	1388	1684	3101	2428	3299	1956	3175	1259	1866	3028	2221	2597	2695	2383	3522
ATG4A	481	1115	851	1507	831	959	918	988	436	850	1295	1381	1182	671	1100	799	758	1297	1347	1312	1465	1379	1088
ATG4B	1432	1807	2889	3833	2049	2262	2114	2909	2308	2741	2433	3303	3088	1907	1670	998	1442	1837	1931	2560	2507	2126	4666
ATG4C	733	310	272	686	530	731	599	486	184	317	667	671	455	481	812	356	522	660	816	1119	696	740	652
ATG4D	795	646	1491	989	925	950	428	1394	1267	1200	1307	1289	862	649	1015	887	729	817	961	2391	786	1043	1442
ATG5	3748	1946	1096	3992	2173	1891	1634	54119	793	1725	2001	3287	2198	1375	2038	1054	1290	1871	2300	2044	1935	2302	3962
ATG7	1227	1906	2829	2493	1857	2914	1504	1421	1669	1672	2520	3059	5364	2456	3434	1714	1435	3006	2934	3854	2289	2404	2245
ATG9A	4498	1979	3636	4660	3455	5561	2110	2621	1949	2137	3871	4778	4138	4301	2317	1877	4130	4268	4430	2692	3535	3445	6550
ATG9B	97	63	31	213	20	82	32	173	38	418	131	46	47	120	64	27	129	13	35	284	20	26	147
ATHL1	346	874	641	433	10744	5447	6709	834	8395	2888	954	1173	7824	26036	800	12768	507	1073	1284	384	1945	1161	13868
ATIC	5833	7670	7324	9314	7207	11719	3844	4713	5001	9325	7669	8091	11774	6334	11020	5237	3920	6902	10015	4654	8928	7105	7158
ATL1	990	294	1570	519	1458	862	668	523	242	676	801	520	640	740	805	375	764	272	1672	1117	851	1651	885
ATL2	5552	1882	1651	3002	2550	3316	2468	1999	1188	1997	2895	4617	2410	1539	3496	5008	2186	2595	3288	13971	3942	2988	1988
ATL3	2441	1111	498	2007	3053	3762	2110	1331	393	1076	1776	2925	731	1655	2527	2059	1625	3592	3516	1079	2132	1888	2449
ATMIN	5142	2966	3623	9520	3537	4989	3506	3321	1227	2488	9174	4918	3187	3022	8577	3362	3530	4694	10290	6143	8246	4493	7942
ATM	2082	2311	1391	2854	2452	5804	2638	1186	1102	3648	4420	2515	794	1901	3848	2777	3021	5596	3275	1087	2566	4532	3304
ATN1	7181	7396	13546	16375	12487	14263	9614	13266	10743	12036	17225	18345	9410	15378	13798	14577	10431	10063	10892	24868	11456	12598	15662
ATOH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATOH7	0	1	0	4	2	0	1	2	2	0	0	1	0	0	9	0	0	0	3	90	1	2	1
ATOH8	10	95	20	121	234	131	49	58	116	52	68	29	34	43	131	141	482	33	21	112	66	176	73
ATOX1	796	2357	4326	9759	2908	1916	2374	2808	3487	2331	5581	5759	3057	3643	4832	2107	2255	2109	2329	2701	2553	3992	2398
ATP10A	1072	817	677	817	1306	1916	641	806	322	624	1126	1408	1555	1403	584	185	712	584	1723	135	1934	2164	1418
ATP10B	4	0	1	0	17	2	6	0	0	0	7	72	5	11	18	8	33	3	2	225	6	20	4
ATP10D	585	723	199	1397	1996	2249	1844	615	294	541	2852	1335	1503	995	2484	1233	1139	1209	2436	427	3054	1231	1616
ATP11A	5060	627	1674	3504	1116	1736	798	1892	343	593	2541	1449	883	2068	3378	1362	2384	1734	2032	3384	2753	1887	1762
ATP11B	3344	1195	1806	4355	2576	4566	2454	2361	936	135	1219	3821	1890	1568	4075	1137	3977	5412	6618	4904	2896	2101	1154
ATP11C	1686	926	902	1796	1324	3085	1676	1429	287	635	1401	1107	1095	863	1691	1329	1831	1559	2475	2459	1944	1572	1592
ATP12A	0	1	1	4	0	0	0	0	0	0	1	1	3	0	3	0	0	1	1	5	0	1	1
ATP13A1	4566	5664	4563	5077	4213	5165	2200	8902	3519	3851	7924	4435	5312	3881	9080	5269	4697	3908	5154	6826	4420	5245	4797
ATP13A2	3939	3182	4133	27995	6068	5412	11694	3830	6331	3012	7618	4988	2233	4497	6932	3422	4643	5403	2449	5450	5970	5373	7840
ATP13A3	9435	5899	6276	6637	5505	9959	7799	5561	2169	3810	6719	13442	6096	5663	11857	6140	5752	11222	11287	8448	14699	6573	11546
ATP13A4	63	23	3	78	75	1336	28	514	3	0	30	788	14	229	7	6	15	9	655	32	483	278	13
ATP13A5	46	10	0	51	48	8	43	94	2	0	17	1006	12	21	7	3	5	0	134	36	166	37	0
ATP1A1	34437	32505	18127	31428	31543	52983	31462	17758	41237	25069	66302	40275	49645	34844	36832	20816	20627	36613	19638	71884	56312	48612	51209
ATP1A2	3	36	792	75	249	112	72	176	54	24	102	32	37	18	54540	97	1785	49	43	1	173	184	47
ATP1A3	1	33	6440	67	63	54	7	32	11	7	2221	442	3	1	4205	86	211	250	147	5	17	13	18
ATP1A4	5	23	161	35	112	10	2	4	334	0	322	20	155	222	23	92	15	63	19	3	90	95	7
ATP1B1	3869	2515	3765	4957	7936	46174	5240	2969	36293	15936	26424	40689	11181	792	5878	4034	3186	6675	8633	13639	30795	14187	13336
ATP1B2	31	40	27	48	119	128	49	169	77	94	150	68	69	31	92	44	190	73	119	37	97	215	51
ATP1B3	3798	2330	5547	6638	3712	3995	2585	4427	2031	830	4879	5273	13148	3948	5566	7786	2875	9029	5425	25563	11481	3534	6354
ATP1B4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0
ATP2A1	4	24	29	15	27	14	9	23	14	13	17	8	61	17	34	41	13	5	15	12	15	12	66
ATP2A2	17313	11650	14100	31552	16285	31111	18940	15957	7146	8557	29405	19948	29510	23113	45602	20362	16374	15160	31853	26759	26778	21297	21755
ATP2A3	190	1717	1565	3312	4049	4717	951	921	4169	1622	10398	2024	32128	2383	16623	23134	2948	1619	8094	1873	2519	6234	1493
ATP2B1	3227	2438	2597	5153	2397	8082	3429	7356	477	2012	3185	3849	5070	2764	6486	3124	2174	3314	7730	3422	4752	2699	4536
ATP2B2	6	29	2	15	11	6	2	86	10	5	1	42	4	14	29	10	18	6	5	6	213	27	4
ATP2B3	3	0	2	1	0	2	0	8	0	0	42	3	1	1	17	0	1	0	1	16	2	1	0
ATP2B4	13285	6435	1335	6896	15688	18658	6041	7676	966	5172	12927	23658	6217	3670	12028	8243	10949	5850	7519	8979	19649	13351	14476
ATP2C1	10202	6642	7258	10197	7407	13401	9345	8134	3713	4938	8923	10842	9151	10257	12877	11041	6050	11166	9476	12301	9649	8310	8806
ATP2C2	967	186	827	877	230	427	129	266	972	119	1639	749	1481	1199	4451	1723	373	1271	5783	420	1900	158	161
ATP4A	103	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	3	0	0
ATP4B	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	2
ATP5A1	24880	20210	27696	44236	25255	29253	19385	20145	18567	20797	37303	39198	31394	25522	46416	23844	21033	27812	23940	39078	27516	30326	43874
ATP5B	29210	18437	46690	61464	31310	31867	28817	17030	13809	12727	63009	49200	41739	32674	96269	33881	26237	57631	48952	25630	29771	30659	41321
ATP5C1	11089	11045	11159	11531	7348	7635	7098	13197	6220	9164	7828	12653	12794	8609	12668	8532	6036	10066	7654	16925	8401	9661	9155
ATP5D	1220	2614	3396	2280	1545	2119	819	1458	4512	3280	2695	3317	1117	1336	1605	2442	1058	1998	1464	1998	1538	1705	1468
ATP5EP2	60	86	96	101	50	106	34	55	57	50	176	92	195	105	178	58	58	111	103	186	77	101	318
ATP5E	6470	10319	13546	17622	8574	11818	5935	7134	9449	12254	21854	15449	27308	10044	21791	10405	7625	8839	12379	16184	10063	12866	48315
ATP5F1	4243	14272	6249	11203	6950	8668	6697	8606	4755	5151	8027	5906	11627	8156	14875	4250	6084	9331	6125	6177	8994	8788	13185
ATP5G1	953	1651	4288	4363	1908	2249	1321	4035	3192	2840	2113	2593	3371	1234	6218	1014	1939	2334	3838	3267	1981	2217	2097
ATP5G2	5287	10177	30826	15192	12954	20744	8806	12324	21428	30046	21143	25746	27827	15364	30007	13511	9377	16865	13334	12153	13150	17370	15026
ATP5G3	4305	8637	10416	9585	6801	7142	3410	18545	6569	5869	6447	9304	10043	6412	12599	3885	5787	6765	8723	9733	8125	7957	8258
ATP5H	2764	4175	8969	13379	5159	6096	2909	6737	9957	10284	5883	9015	10072	20904	19221	5430	6326	6105	9743	11013	5933	7866	7910
ATP5I	1174	2236	3566	7050	2487	3371	2828	6258	6217	5550	3974	3059	4251	2567	8433	2801	2830	4429	4283	4548	2445	3883	5631
ATP5J2	2748	3387	3530	5246	3163	4465	2118	6697	5644	8948	4236	3758	5754	3419	5380	3705	3255	6517	2473	11017	2932	2693	3632
ATP5J	2882	5492	3110	5903	3269	4001	2739	2408	4519	4568	6281	5198	8795	2492	4228	3887	3074	4811	2755	12836	4104	4367	5062
ATP5L2	2	1	0	3	0	0	0	0	0	2	0	0	1	0	0	0	1	2	1	0	0	1	2
ATP5L	5469	6026	6348	9533	3672	4664	3082	7822	4219	9572	7204	8947	7155	5965	8362	6658	4053	8834	4767	11248	4660	8737	11367
ATP5O	6198	9060	6110	7608	6568	8955	4066	8854	7508	8389	12385	11404	13706	4739	7121	6794	4792	5040	9099	12328	7731	9344	6874
ATP5SL	800	1869	3023	3994	2356	3506	2988	2485	1541	2413	3040	3107	2701	1330	7013	2049	1309	2067	3171	1346	2068	2688	2687
ATP5S	212	173	765	251	360	437	286	248	394	296	462	480	334	260	592	727	246	250	348	237	308	569	283
ATP6AP1L	17	321	177	134	250	321	242	176	312	516	194	355	447	278	182	262	106	81	95	92	78	248	129
ATP6AP1	9170	16300	22767	31755	11774	14304	11505	13714	12090	14100	20164	19714	31302	16686	22744	19496	10008	18086	23093	12909	11430	17520	23078
ATP6AP2	8886	9458	20987	20879	9275	13024	11934	12988	6403	6068	41969	15763	19891	6854	14411	11167	9969	15188	15541	11931	18160	17175	13312
ATP6V0A1	2538	2702	6385	5764	3587	4727	3864	6819	1816	2946	6050	6593	6787	3056	8902	3513	4869	5873	4430	1292	4509	3758	4354
ATP6V0A2	1561	797	1192	2155	841	1576	1490	894	379	885	2407	859	1844	1287	2569	1998	1285	917	3094	4179	2555	1221	2214
ATP6V0A4	128	16	4	308	18	1	28	211	2	4	57	51	330	432	82	2	2	5	118	175	13	117	5
ATP6V0B	5508	4298	5435	12086	4482	5622	7219	7152	7233	6378	8621	8640	17528	10136	13803	6326	6386	7066	10737	18207	5003	8850	14389
ATP6V0C	5751	11108	8624	22118	5820	7252	5543	10775	7570	13531	11078	17923	9575	8301	13676	10669	7850	9501	7876	3405	6499	6942	11290
ATP6V0D1	3923	3043	5096	13082	4240	3566	3009	3824	1479	1529	7468	4587	7377	6567	11288	2592	3560	5017	7386	2412	5966	4060	8001
ATP6V0D2	115	2	53	22	24	10	42	33	0	2	55	200	139	28	86	1	22	33	275	24	117	732	60
ATP6V0E1	3796	7719	10657	14721	8953	9988	6792	7963	8899	7727	12130	15842	12784	9927	14624	9235	5980	9557	9720	7028	8335	12942	7650
ATP6V0E2	3053	2231	3827	21984	2949	3881	2123	6829	2889	5036	4414	4746	8043	3766	5412	4515	3102	1506	2444	5904	3042	4231	3655
ATP6V1A	9052	4905	8435	10103	5689	8165	4953	4491	1894	2889	9473	9245	7194	5272	12435	8198	5629	11492	8698	3584	6747	8979	7302
ATP6V1B1	5165	68	39	472	1629	19	210	554	1063	9	700	2067	182	1056	147	642	69	79	22	5100	3266	471	2593
ATP6V1B2	3380	5306	6099	9785	5762	7836	4528	4254	2268	2996	8004	9513	6809	3341	8350	3034	4758	8479	8368	7563	6238	7936	4829
ATP6V1C1	16425	6368	7988	6953	3642	6527	4874	6407	1698	3076	4670	6889	9559	5058	23368	6733	3577	14749	8823	4232	5186	5592	9470
ATP6V1C2	2873	150	77	229	98	119	72	267	98	196	94	290	260	133	135	74	116	86	145	12375	160	208	138
ATP6V1D	2070	2883	4748	4627	2710	4096	1654	4463	2070	3745	4096	4925	6039	3149	7729	3518	2476	3883	4083	2803	3718	4894	4583
ATP6V1E1	3692	4238	5789	8299	4169	7244	3277	6085	4122	5116	5484	5407	12321	4190	16519	6199	3428	3870	8302	8990	6364	7782	5862
ATP6V1E2	820	110	125	186	63	355	103	441	206	188	59	185	268	102	141	434	226	110	179	963	134	234	41
ATP6V1F	4235	3776	5819	9615	3902	4496	2823	9772	3579	7249	4427	4055	7489	3335	6300	5870	3264	7750	4411	9529	4016	4623	3916
ATP6V1G1	5003	3752	12942	14936	5252	9685	9040	5095	5229	7057	9249	8472	10521	7472	12036	11288	4410	7490	11882	8371	7680	11538	8475
ATP6V1G2	9	295	284	32	144	135	74	176	67	70	227	60	115	46	158	73	175	529	40	51	79	64	169
ATP6V1G3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1H	6666	4221	6384	4858	3045	4271	2944	5856	1557	2297	3501	3535	10117	3151	14714	6274	2388	11573	5533	1428	4005	4468	8371
ATP7A	972	939	1944	1944	2012	3124	1941	930	1309	1130	2241	2888	1307	1797	2066	3126	1765	5681	2833	1087	2142	2334	1721
ATP7B	544	523	2778	4551	3769	1136	1222	582	215	448	2015	1234	461	4543	2195	1688	2536	871	6093	577	3984	4482	1821
ATP8A1	76	871	79	1170	356	1303	266	851	77	212	2433	229	617	169	2753	1146	1024	827	1147	766	523	736	759
ATP8A2	4	11	4	443	81	40	25	42	2	15	423	136	17	9	27	15	16	13	416	31	46	7	79
ATP8B1	4147	1626	6226	7171	4543	10345	7144	2977	3485	6715	15949	13716	4635	12021	11513	6592	6921	4867	6953	2169	5031	10132	14382
ATP8B2	313	1724	908	2895	2419	7541	2261	1480	681	1621	6492	1611	5628	1174	5151	1847	3469	1827	2625	669	3598	2138	3042
ATP8B3	37	17	61	39	72	180	89	57	124	992	283	105	242	37	929	31	120	71	163	11	136	397	57
ATP8B4	25	139	47	189	215	326	115	93	196	81	277	130	249	79	298	247	379	336	154	35	254	281	78
ATP8B5P	19	50	51	55	52	92	58	111	69	89	121	90	148	61	62	58	63	65	85	516	151	101	67
ATP9A	9683	3753	6926	51710	9201	15089	12230	4643	1912	2411	26320	8496	16049	6983	26688	19132	6452	9700	16149	3118	11294	7654	36744
ATP9B	2226	967	821	1777	1771	2270	1494	712	708	1049	2300	2148	1217	1223	1290	1805	916	1015	947	1590	1700	1852	1881
ATPAF1	2530	2492	4268	4608	3347	5645	2649	3492	3744	7033	4224	5603	5468	4237	4130	3131	3100	4078	4882	2881	3510	4607	3422
ATPAF2	724	681	2030	911	789	1272	580	1019	1088	1529	1067	1198	1151	639	1934	1294	658	896	707	490	672	1042	808
ATPBD4	252	296	252	425	262	416	431	218	199	199	250	369	524	148	956	400	220	432	343	229	479	315	481
ATPIF1	1729	3418	6178	7385	4194	5272	2843	5765	6768	6423	4241	5171	2265	2413	4028	2520	2366	7818	5599	4702	4694	5272	7434
ATRIP	592	906	2077	1118	1236	1800	1062	738	1232	1166	1317	1877	2519	1657	1411	1850	939	1956	1262	902	998	1275	1123
ATRNL1	0	52	33	153	61	31	82	49	2309	51	1251	315	919	50	141	24405	16	1685	317	1381	237	240	43
ATRN	10210	4101	5484	15580	5657	14013	4559	2452	1787	2277	11009	8672	3732	5978	15205	13121	4749	5953	11233	11435	9364	6447	5243
ATRX	2816	3285	4347	8301	8258	14306	8307	3382	1961	4646	7110	8371	4037	5285	7331	5970	5810	11918	9711	2697	9156	8169	6185
ATR	2562	2100	1868	3320	2639	4837	2637	2029	915	2004	3008	2774	2292	2286	3403	3066	1724	4669	3297	3992	3864	2752	2478
ATXN10	4047	4690	8222	13155	6005	11347	4827	6909	3831	5922	9671	6863	14700	3397	16813	11690	3783	8743	7212	8200	9193	9373	7268
ATXN1L	3799	1764	1890	5980	3117	3812	3274	1691	740	1012	4259	3898	3191	2586	6214	1809	3502	2811	6194	1777	5718	2538	6085
ATXN1	477	2655	1472	4410	3767	5553	4330	1743	1403	1723	3897	5076	6494	1206	2479	3977	3416	3839	6723	1582	5867	4245	4512
ATXN2L	7013	7750	7857	10926	7455	11143	5249	8319	4891	10721	9847	8656	8517	8934	11867	5461	8497	3914	7910	8631	5880	6015	11182
ATXN2	1940	2151	3280	3970	2629	3599	2241	1907	1957	3118	5167	2656	3861	2868	3692	2957	1840	1790	3407	2808	2760	3246	3255
ATXN3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN3	938	931	1253	1634	1339	2245	1425	1348	822	1243	1546	1758	1156	1177	2644	873	1048	1744	1293	912	1420	1733	1700
ATXN7L1	438	333	242	498	587	1048	334	362	345	1290	861	673	401	721	402	476	465	750	732	1992	534	682	471
ATXN7L2	143	622	139	616	156	414	186	631	146	219	275	255	192	216	299	44	107	114	144	498	174	212	856
ATXN7L3B	6517	7824	12485	15596	6404	12294	7854	9783	3055	5923	14452	10890	11253	10498	19710	10634	5323	9558	16714	10571	10933	9948	13647
ATXN7L3	3255	3067	5083	4401	4275	5474	4281	6019	2721	3173	3862	5244	4988	6407	7688	3773	3416	3471	4473	4403	4323	4324	4907
ATXN7	1774	1748	3650	1442	2187	3635	1082	1112	683	2313	3247	3059	1824	1565	1866	2923	1582	3349	2308	1398	2342	2471	2024
ATXN8OS	0	0	0	0	0	0	0	0	0	2	0	6	36	0	0	0	0	0	0	0	0	0	0
AUH	467	656	793	700	728	1129	572	462	570	785	809	1289	802	329	585	1230	399	1120	637	445	705	925	974
AUP1	6008	5039	4680	6241	5468	6698	3875	8578	6757	8869	5396	8530	13627	8995	10414	5823	5319	5760	8498	12665	5784	6202	8095
AURKAIP1	1804	4149	2888	5217	2058	2680	1845	4722	4988	2935	3224	4088	1788	2281	3747	1559	2535	3118	1802	2565	2599	2385	5395
AURKAPS1	24	20	35	32	13	28	21	54	15	12	60	32	57	54	47	8	24	43	75	89	25	24	115
AURKA	3907	841	2176	3241	522	570	686	1974	401	310	1682	957	2351	1195	5377	967	913	1155	2432	2287	954	750	16441
AURKB	2048	633	1832	801	324	100	211	2412	254	345	272	235	2249	606	1212	319	234	858	649	2515	200	322	3677
AURKC	3	14	20	53	200	28	23	98	19	19	24	54	45	16	41	12	18	24	47	4	64	52	515
AUTS2	4102	7562	7300	9400	4797	6443	2963	7857	2848	4244	10002	9912	2817	2900	1277	7583	1409	4634	3259	8910	4207	4251	4505
AVEN	719	584	171	500	467	605	408	573	233	374	347	683	730	709	660	334	335	484	1067	785	641	463	600
AVIL	33	70	83	58	58	197	112	129	161	90	140	80	124	213	52	13	70	267	192	43	76	144	654
AVL9	2934	624	674	2165	1157	2596	2213	586	167	654	1399	2184	845	1153	3884	1308	1485	1586	2193	471	1346	1244	1274
AVPI1	237	365	659	382	465	458	132	339	379	421	485	378	997	222	491	409	714	480	287	283	425	305	359
AVPR1A	52	64	18	94	102	198	84	236	34	18	129	82	24	42	154	66	550	154	106	27	129	155	130
AVPR1B	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	4	1	0	0
AVPR2	3	27	8	33	46	30	17	20	45	0	35	4	7	11	54	65	162	32	7	3	22	40	19
AVP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0	0	0	1	7	0	0	4	6	0	0	110	2	0	0	1	3	0
AWAT2	5	2	0	7	0	0	0	8	2	6	0	1	10	0	1	0	4	0	1	0	3	1	0
AXIN1	2994	2164	3155	3563	2224	3948	1783	3210	1439	2554	3368	3899	2590	2448	2663	1995	2944	2738	2540	2330	2230	1593	5924
AXIN2	19	500	1034	432	1073	1542	1046	655	257	517	1301	848	902	1099	979	837	1545	377	249	30	583	1113	1067
AXL	844	3481	1519	4620	4080	4082	3094	2807	1064	721	3728	3957	5526	2799	4025	954	4794	4016	7282	721	5474	3367	6998
AZGP1	17594	10682	47435	15452	17397	89767	27543	55603	259244	396465	109385	27109	67700	78439	15080	57361	27527	101449	27115	3851	38768	121439	3088
AZI1	481	464	1499	1037	690	769	571	1585	1257	537	1045	1304	543	477	1069	893	853	520	1523	2741	927	549	2224
AZI2	1653	2410	2378	2262	3149	3451	2343	1352	1567	2197	2806	3766	3129	1898	3582	3198	2972	4601	2951	4370	3348	3670	2954
AZIN1	44309	19426	16031	19670	10608	23109	9877	18039	3586	6664	10881	24185	24609	15784	53779	15209	9251	62560	20156	20877	14399	15187	24684
AZU1	23	7	32	6	7	9	16	2	167	68	17	20	1	4	13	18	6	9	2	1	20	144	23
B2M	31599	133349	31324	224240	139320	85426	35383	69659	45172	55219	127889	89982	116566	50099	145573	44006	111504	115896	223759	124546	119099	90337	78581
B3GALNT1	1456	1119	1436	1614	1222	2047	2351	1140	462	1152	1846	939	2981	1094	2449	2962	640	712	3320	2323	2162	3700	2310
B3GALNT2	4471	2076	1733	2450	3365	4018	1585	2503	1426	3911	3660	3901	2389	2279	2927	1223	1410	3179	3199	9187	3922	2448	3156
B3GALT1	0	5	3	6	12	6	8	1	1	0	0	6	0	4	1	0	6	2	5	1	14	53	3
B3GALT2	3	16	0	10	12	22	5	6	6	7	23	11	6	8	90	7	35	22	21	28	11	12	14
B3GALT4	545	205	182	1002	320	474	639	469	435	494	619	729	822	832	425	1119	224	243	833	218	538	541	480
B3GALT5	145	51	201	700	464	101	28	22	1	0	349	826	102	76	34	356	8	249	2022	10	80	123	27
B3GALT6	873	2332	1186	2869	1425	2151	1159	1896	1662	2004	1938	2823	1696	1345	1575	1322	826	1457	1090	1446	1839	1488	3361
B3GALTL	507	817	756	697	820	1420	881	593	254	856	1035	1188	626	673	858	392	540	732	1104	886	1118	1097	1190
B3GAT1	4	13	8	33	8	5	13	12	3	0	23	82	3	11	156	8	9	30	8	12	14	64	20
B3GAT2	17	29	15	23	22	20	14	34	14	42	12	21	14	14	16	349	19	8	23	230	39	12	30
B3GAT3	1637	1908	2380	2199	2412	2405	1541	3896	1406	1611	3284	2633	1076	2509	1237	1644	1033	2263	1709	4266	1827	1377	4667
B3GNT1	974	920	1507	1163	1704	1672	843	1151	1155	1389	1329	1275	12585	1001	1779	2234	1067	2087	2114	1037	2261	1491	1785
B3GNT2	3137	1691	4486	2388	4232	2225	2228	1875	1247	1306	2247	3613	2589	1397	3356	7346	1828	2024	4028	4493	3634	3468	3683
B3GNT3	1186	64	7	505	20	221	76	23	11	291	30	206	25	62	389	18	41	14	165	230	704	82	5
B3GNT4	86	2	38	211	12	10	2	26	3	29	35	26	17	0	33	53	6	3	35	68	6	5	12
B3GNT5	2345	247	91	499	361	330	209	172	192	141	256	187	427	152	282	120	430	241	449	6653	685	660	249
B3GNT6	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	2	0	6
B3GNT7	4475	148	332	467	160	340	135	181	54	52	255	299	995	117	533	89	119	314	373	423	606	104	419
B3GNT8	57	182	159	820	135	291	280	167	45	223	630	257	157	507	243	247	108	107	181	36	259	235	385
B3GNT9	239	834	307	2339	908	950	538	683	1532	871	664	986	951	503	1371	810	567	431	1412	629	1959	772	1576
B3GNTL1	67	121	183	310	186	297	61	304	237	212	145	213	262	152	288	135	191	101	145	626	103	223	315
B4GALNT1	354	32	97	69	134	72	92	301	17	19	289	181	334	62	1622	11	45	64	322	324	163	56	156
B4GALNT2	11	0	5	1	4	7	1	0	1	22	22	8	0	8	5	0	10	268	5	32	5	3	32
B4GALNT3	3998	130	66	594	820	3418	2142	74	118	1390	1499	1535	49	415	218	81	961	82	771	3057	1804	1604	1169
B4GALNT4	897	1937	1104	2579	3169	2336	1172	553	1880	1523	1278	2297	1328	1779	858	2602	282	2012	1088	632	1214	863	4121
B4GALT1	13917	9197	31469	26856	20397	29417	9768	7958	5249	14969	28662	30243	13750	35958	9763	5650	8927	7059	42411	18334	30789	20036	39421
B4GALT2	6089	2116	1515	4014	2932	3849	2767	4238	1801	3046	2993	3259	5318	4100	3945	1842	1611	3027	3978	9554	3405	2744	5092
B4GALT3	4202	3450	2828	5191	2522	7861	1836	4004	4244	5305	4656	5646	6205	5172	5374	2297	2682	4367	5025	7994	3384	3630	3180
B4GALT4	1075	1008	1842	1188	1284	1191	926	2079	824	958	1373	1856	3605	1390	2233	1584	1891	1326	1709	1810	1994	1426	1021
B4GALT5	5339	3040	4940	15152	4139	8676	3342	5451	672	1146	8000	6653	6193	2881	5161	2899	3047	4508	4785	3538	7580	4859	27521
B4GALT6	326	52	69	184	172	174	193	68	101	9	316	240	147	79	430	294	320	61	230	607	250	227	301
B4GALT7	736	1245	1878	1586	1542	1292	1120	1224	2683	1321	2424	2756	3066	1194	2122	1267	1074	1189	1074	667	1148	1689	1179
B9D1	216	378	1231	653	524	597	170	428	1130	727	1050	464	528	189	1047	493	517	426	99	183	502	989	452
B9D2	68	212	472	404	156	528	219	205	338	195	810	264	156	117	369	146	157	191	233	262	147	249	252
BAALC	37	57	157	559	121	46	35	41	15	20	84	37	178	35	191	21	231	36	70	529	259	101	873
BAAT	0	1	3	0	1	3	3	4	16	3	1	5	2	3	1	1	3	1	6	17	1	1	1
BACE1	2590	1661	1613	2885	3023	3358	2510	1429	380	708	3047	3092	3300	1819	4328	4197	2562	3642	4345	3285	4437	2622	13179
BACE2	14792	3021	809	2487	2975	2833	1107	2013	1005	2257	3482	8209	5550	803	2218	1292	1305	1324	2714	11010	2126	6746	2242
BACH1	3045	1565	878	2155	2402	4072	2226	1081	329	647	2353	3640	2405	1550	2230	1529	2067	5625	4965	3484	3045	3232	2380
BACH2	192	260	91	326	442	515	224	167	10	1	192	250	182	235	207	118	526	287	293	754	798	402	631
BAD	1150	1786	2374	2587	2070	2696	1582	3177	1462	2430	2472	2463	1525	1621	2074	2682	900	2426	2288	2517	1106	2324	1810
BAG1	2401	1712	4166	3447	3625	6156	3532	1603	3887	4638	5808	6488	10018	10743	5347	5370	1836	2860	4714	5249	7570	5500	18268
BAG2	1996	273	235	213	631	468	357	273	66	165	306	352	631	238	341	267	272	935	755	466	718	359	385
