	TCGA-BH-A18S-01	TCGA-E9-A22D-01	TCGA-D8-A27L-01	TCGA-S3-AA14-01	TCGA-E9-A1NI-01	TCGA-E2-A1IU-01	TCGA-E2-A1IF-01	TCGA-E2-A15K-01	TCGA-C8-A1HO-01	TCGA-D8-A1X9-01	TCGA-D8-A27M-01	TCGA-A2-A0CT-01	TCGA-E9-A227-01	TCGA-AR-A1AW-01	TCGA-A8-A08I-01	TCGA-AO-A0JJ-01	TCGA-BH-A0EB-01	TCGA-A8-A07O-01	TCGA-A2-A0CK-01	TCGA-E2-A15D-01	TCGA-E2-A1B5-01	TCGA-EW-A1P5-01	TCGA-A8-A06P-01	TCGA-BH-A0HQ-01	TCGA-A8-A079-01	TCGA-A2-A25E-01	TCGA-A7-A5ZX-01	TCGA-A2-A0ES-01	TCGA-C8-A1HM-01	TCGA-E2-A10C-01	TCGA-A8-A09N-01	TCGA-AN-A049-01	TCGA-AR-A2LN-01	TCGA-E2-A1B6-01	TCGA-C8-A134-01	TCGA-D8-A1XR-01	TCGA-A2-A25C-01	TCGA-BH-A18K-01	TCGA-D8-A1JL-01	TCGA-BH-A0DL-01	TCGA-E2-A155-01	TCGA-AO-A0JF-01	TCGA-A8-A07Z-01	TCGA-C8-A26V-01	TCGA-D8-A73U-01	TCGA-D8-A27F-01
CTAG1B	2	0	0	1	0	10	0	52	1	0	6	3	14	0	0	1	0	10404	0	0	0	0	6	1	1	1	0	0	0	0	0	0	0	79	2	7	6	0	0	1	7	0	2	0	0	2
CTAG2	0	0	0	0	0	45	0	197	0	0	24	0	75	0	0	0	0	6	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	3	0	25	0	0	3	21	1	2	0	0	0
CTAGE1	29	35	69	15	12	26	5	19	30	19	19	10	22	7	30	1	17	8	9	6	15	12	11	4	15	29	10	17	11	3	13	11	3	17	11	33	54	8	41	9	27	12	7	25	15	13
CTAGE4	159	140	161	82	163	210	164	189	181	199	104	27	38	21	251	161	92	70	265	453	87	163	237	109	93	98	105	193	156	93	239	43	114	341	1038	646	279	257	130	208	216	133	38	490	87	189
CTAGE5	3201	5984	3051	2594	2091	3388	1922	3734	5563	5831	3384	2745	4798	2521	7452	2576	4029	1990	1749	2903	2172	3223	2136	1840	3200	4472	1792	3375	1838	1925	2079	2594	1576	2843	2717	6914	10101	3382	9411	3429	4481	2607	1219	6679	2249	2275
CTAGE6	26	13	25	9	14	29	8	34	38	30	12	0	7	11	66	32	9	11	22	59	7	26	31	8	23	16	8	40	15	14	47	6	31	8	139	124	47	21	19	20	37	33	12	61	9	25
CTAGE9	512	459	578	343	458	672	446	558	630	471	272	79	111	103	823	589	350	267	783	1359	160	518	623	434	277	399	388	473	511	191	798	190	402	894	2686	1727	618	767	295	628	585	430	98	1758	336	567
CTBP1	6709	10427	8022	5196	4694	4901	7870	6983	7944	4199	13590	4844	7253	5611	7775	5592	4455	4374	8971	7185	5045	4420	6737	4985	8760	7681	7093	4853	2886	8369	6305	4952	3927	12619	17955	5152	5095	7271	7035	9299	7054	4497	4631	8064	3919	4748
CTBP2	6476	8374	14481	3824	3339	4099	5757	7653	8497	8040	5689	3895	8741	9781	5286	6167	6275	7396	5833	12138	4195	3781	6226	7204	7881	5658	6345	8525	4469	8844	6056	5211	5741	4708	8921	13009	20794	10168	7358	3044	9070	5219	2558	4614	4090	5053
CTBS	3831	1404	1921	1688	904	2258	1197	1047	2200	2714	1827	2659	2181	1585	2498	2531	2003	1613	790	2283	1679	1351	1466	987	617	2129	1408	1636	1356	875	1543	1417	1168	1520	1449	2509	2298	1441	2778	1721	2936	1735	685	3915	1000	1067
CTCFL	20	72	33	27	29	18	19	30	19	50	32	21	33	29	42	19	39	19	38	38	10	33	29	19	34	14	13	16	22	28	21	23	7	43	125	28	95	49	47	48	16	30	20	27	24	33
CTCF	6420	5480	4970	2200	2682	3621	2755	4010	6867	9703	4150	2887	4315	4989	10312	4451	4807	4343	3126	3737	3708	6373	4630	3102	4653	5508	3434	4083	4208	2268	4405	3254	2509	6311	6078	5956	12776	4251	5636	5974	4377	3601	3350	5435	2812	6890
CTDP1	1178	2485	2054	1333	1053	1249	1438	1112	681	950	1736	934	1161	1667	2752	1084	1328	2036	1678	1702	1112	1629	1914	1137	1263	2147	1596	920	429	985	750	1708	765	2034	1352	1530	1111	1181	1188	2028	1172	1191	1138	1689	1458	1290
CTDSP1	8293	11093	9336	3658	4379	6652	10530	8984	6076	9882	7252	5195	10348	4536	7074	8704	8107	3954	13009	8351	7194	5471	8836	6354	9463	5816	9158	8104	4044	6393	4085	6323	5828	15267	7690	7817	11651	7228	4512	7519	7546	6940	5719	10456	6725	5597
CTDSP2	11596	15758	24695	10898	7598	15076	8485	13343	14841	21731	26494	13511	13808	14587	27991	12621	15633	12474	11656	14404	8274	13146	18182	10245	20804	13126	13972	20084	20245	7893	17992	9828	15463	9028	10814	17935	27661	12824	14190	15125	13776	16621	10937	18981	12059	16179
CTDSPL2	2436	2195	3283	1250	910	1957	752	1944	2821	3964	2027	1705	1957	2080	4537	2724	2065	4434	1335	2761	1594	1577	2255	1311	1842	1991	1633	2389	1943	548	1193	1128	1588	3315	2658	3685	7708	1583	3130	2605	3273	2982	677	2411	944	3054
CTDSPL	4507	4391	7203	3037	2118	6906	3162	3395	3433	3045	3034	1979	3983	3214	6384	3821	5488	2644	2843	3844	2266	3391	3891	2570	4429	4892	3836	5033	966	2018	5084	1403	2112	5779	3246	5405	4768	2279	5842	2986	2054	4870	2394	3657	2192	2090
CTF1	853	81	267	106	59	313	1006	1480	568	81	289	47	193	173	1064	349	191	98	265	1832	444	85	147	360	138	308	334	490	56	163	26	160	223	1440	526	157	169	820	345	52	237	170	635	85	367	152
CTGF	13610	6990	19421	23731	17197	8140	21595	3578	13493	20640	21362	11359	21408	7404	1861	36966	12318	15826	15595	11483	13619	9442	29947	8160	4408	24643	29560	71885	3046	8416	9635	15706	39637	16684	62480	11850	35802	18056	28140	5897	8557	16716	1549	9689	18117	30137
CTHRC1	1793	6904	12366	5935	5417	1040	7723	3080	2122	7771	13598	3825	7840	3611	2407	4226	11084	18381	3156	3908	2661	3308	9614	3439	2026	4603	6388	2511	1987	1327	2759	5282	4675	4673	4762	4138	9494	12686	9235	8552	2593	7912	7081	5948	4898	8437
CTH	447	219	403	100	225	109	82	355	242	448	89	69	195	121	248	134	222	690	112	255	82	117	260	203	110	162	198	288	139	108	224	97	90	275	306	418	193	173	527	59	202	130	84	264	69	200
CTLA4	3	624	178	76	24	23	29	124	35	306	508	10	185	1044	503	63	115	35	28	36	374	103	34	0	39	96	44	103	347	178	35	59	31	1885	366	12	87	14	650	652	18	13	14	92	246	11
CTNNA1	26585	30915	41011	16647	20633	27769	17130	29363	23976	44993	22476	21374	29870	15120	32860	21803	37473	23858	22660	31640	19688	57459	23223	25747	29057	28536	22572	27252	17392	13308	28081	34542	15383	13162	28725	38427	42633	28485	51856	23930	24808	26763	19082	68067	17657	20109
CTNNA2	2	24	21	6	1	16	0	0	3	1	32	3	0	2	1	0	0	3	1	18	0	7	1	1	1	0	2	4	0	2	4	0	0	0	0	0	0	8	1	0	0	3	0	28	0	10
CTNNA3	0	0	3	3	2	1	2	0	3	11	5	6	10	1	37	4	5	1	1	0	6	23	7	3	0	6	2	10	4	0	5	4	1	0	5	4	2	5	9	1	7	7	4	14	0	10
CTNNAL1	399	1650	1381	899	482	1282	1130	1783	820	1733	1799	872	1426	795	2012	2039	1033	4402	689	689	1539	361	946	990	1487	988	1733	1377	1960	824	2419	879	725	2570	11796	1725	1716	1370	2665	235	1266	1094	1168	3122	1040	1587
CTNNB1	34333	27420	45967	16402	19745	25530	17857	26340	19204	39035	46761	24171	24969	17784	39888	36567	46379	29215	19018	21901	11883	23425	32786	26024	32904	26730	35953	39855	10795	7639	32185	17030	23290	33443	39082	34847	42076	20425	59799	31448	42898	45484	14444	36694	20264	31836
CTNNBIP1	2811	2178	3824	2720	1437	2146	3271	2091	3816	2688	4780	859	2682	1094	3073	1907	2221	2240	2142	1431	1870	1845	2268	1844	1767	2504	2411	3540	817	2196	1552	905	1593	3035	4453	2240	2117	2277	6139	7048	2150	2084	2095	4045	1640	2433
CTNNBL1	2537	3454	4353	1108	4040	1991	2296	2185	2517	3096	2579	2949	2314	3255	5629	2121	3097	2047	2057	1703	2565	3048	3676	2013	6575	3513	2123	1955	4927	3261	1490	2245	1231	6474	2792	2823	6982	3554	1937	3463	1924	1992	2516	3644	1760	5760
CTNND1	30029	18969	38877	16021	12396	17997	14086	13078	31955	67593	28923	31590	18756	18479	30921	27032	32071	13441	8438	28743	10504	13570	27998	17243	21856	33475	19930	24289	12610	9334	23746	20953	15917	14528	37864	37030	72053	22935	26806	242125	44853	25798	15037	46801	13678	33651
CTNND2	113	1849	2856	1532	793	75	49	306	2357	2265	174	960	198	19	3745	101	78	235	1229	551	1426	645	1164	116	1924	1591	907	1081	297	3	123	506	182	54	31	344	232	1299	71	2	17540	4	103	2691	12	673
CTNS	732	1368	1765	1314	876	846	968	946	1152	1590	958	814	1264	1451	1820	857	1015	1171	802	1174	655	838	1756	1127	990	1311	922	700	483	481	548	982	612	1345	1392	1869	1332	894	2723	1382	673	984	749	1693	780	1435
CTPS2	3078	4699	3040	1111	3080	2511	1891	2620	7463	2238	1728	4608	4184	1722	6106	1649	2861	2364	1713	2517	851	2697	2281	2079	2849	4538	2723	2214	3433	3537	22827	2935	1229	2139	3282	5806	6665	4836	3939	641	2883	1692	1496	3477	957	4330
CTPS	1164	3185	1401	636	1009	800	1227	1694	1853	2143	4141	681	1826	1312	3363	911	857	10381	1245	1260	1117	1271	1760	625	2294	3309	574	739	1235	951	1716	1395	438	4649	6616	2763	2035	3376	5709	5057	2605	829	1046	3305	448	9972
CTR9	6648	7630	7055	3482	3067	6227	2753	4682	8876	8032	4694	7552	6107	4231	9191	5945	6058	4033	3229	4784	4061	9138	5971	3436	6327	6126	3390	4973	4429	1484	6118	4809	3262	6847	4197	10613	12390	4317	6532	2921	9660	4662	2519	12360	2735	3285
CTRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CTRB2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	11	4	0	0	2	0	0	0	0	0	0	1	1
CTRC	0	0	0	1	0	0	1	0	0	1	0	0	2	1	1	0	1	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	15	7	0	1	0	0	1	5	2	0	2	1	7	1
CTRL	3	46	15	5	5	3	18	13	32	20	47	3	18	62	175	1	13	106	17	6	39	22	16	4	17	15	15	11	77	32	7	10	11	280	60	9	17	8	30	60	7	6	4	19	47	12
CTSA	7270	15983	6874	4484	5916	3999	8321	6936	8225	12638	12568	20332	11515	8515	13094	6681	10483	10057	6241	4229	6794	9382	7276	6090	11167	10695	5550	4588	9603	6417	4915	7038	4019	11125	13567	6373	6631	9463	10487	11095	7446	6151	6608	20479	7973	9065
CTSB	33072	76094	53552	23290	27794	30982	38594	39183	35687	143961	96274	83012	56913	90339	178243	33408	62692	68452	35817	42566	31865	51045	67932	52813	67540	38259	36374	37148	44737	27125	29462	43794	27451	68140	48722	50403	51386	60010	90994	123630	58194	46574	27274	69228	91502	53128
CTSC	1916	20486	5884	1605	1215	2425	2291	3776	1848	4732	14886	2236	8282	19630	36353	8132	3902	7668	2744	2208	7984	6517	3952	1704	6487	4291	1971	3699	15412	17392	2619	3101	2452	21461	7362	4040	3920	2371	14521	52427	4538	6433	1825	8470	6844	6026
CTSD	42224	89968	57734	40775	66515	145591	93144	95127	55759	64221	122971	45889	125685	54925	122102	69739	73433	76055	36257	24406	65826	116140	57386	62079	261325	38078	43126	34611	43933	40130	46667	143969	37564	77613	78432	372761	201682	80514	83855	104459	35855	51139	48888	470201	240141	34800
CTSE	0	27	133	0	0	0	7	66	0	2	15	32	17	3	0	7	2	0	2	2	1	0	1	0	0	1	2	0	101	5	0	3	2	10	1	3	0	16	8	0	0	35	20	0	99	1
CTSF	4773	4602	3671	2637	3321	7645	4657	4984	5832	7605	1599	8700	7441	1786	9969	6115	4246	4058	11127	3810	3172	6945	5129	4164	4989	2085	6823	4738	1326	1293	5356	2375	3381	3663	5772	5536	4220	2855	3961	1142	5558	4118	5646	21429	3666	1044
CTSG	9	65	162	55	3	80	60	94	36	11	104	100	105	26	56	488	33	0	74	36	59	15	260	336	24	33	312	171	12	75	21	75	680	32	18	49	48	35	6	4	120	458	95	8	103	61
CTSH	9275	6491	6741	2563	3857	3202	4066	7088	8857	7885	6915	2885	7440	11802	23757	10841	10379	4198	7150	2496	10426	4365	5433	4777	3633	4694	3832	3982	4777	6656	2455	4005	3776	17769	12877	3941	11811	4900	8742	9703	4432	5624	3514	9934	9833	7430
CTSK	3457	13916	24128	7725	14511	2828	21188	7442	5466	21771	18270	7119	16117	11529	24835	11303	26377	9639	7161	8697	6879	17774	26722	14420	4704	4737	15963	9005	2646	4438	6153	11083	12445	9212	6531	6004	17850	22100	23202	4864	1445	17905	4577	12562	17404	10027
CTSL1	2460	11127	5524	1344	3290	2169	3910	2836	3961	21666	8997	3832	3436	8442	9426	3314	3780	7144	4108	2662	5073	7520	6409	2453	5174	5396	3314	3125	5707	4863	3525	7935	2769	9751	7400	2252	5180	4646	16534	10292	5163	3834	3296	8481	6917	5197
CTSL2	29	207	105	25	166	103	80	266	233	352	6271	353	97	76	195	524	122	488	165	34	128	243	53	90	706	289	94	184	324	269	92	195	57	842	5736	147	171	94	2873	7079	685	82	267	976	35	1400
CTSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSO	4983	10440	5773	3190	1841	3400	2504	2400	12690	4571	4580	5046	5084	3398	8547	5156	4432	1985	3332	3567	2907	2989	3004	2209	3077	4277	3180	4694	963	1078	2083	2676	2629	2327	2291	2273	4176	2493	3690	2741	3735	5157	1176	5722	2411	1371
CTSS	3185	22418	7127	1158	1891	3395	3090	4773	2675	8934	19112	1844	6763	21268	69777	7719	8393	6235	2694	2255	9571	4357	3414	3223	2564	3378	1693	3304	13266	4317	2195	2804	2450	15270	11444	2962	6257	4738	22199	14561	1543	5557	4987	6572	23737	5001
CTSW	41	4165	426	38	33	113	196	490	73	176	723	49	730	1534	2331	301	18	170	243	244	860	191	75	92	90	52	89	207	1160	427	168	136	204	4499	424	44	130	58	763	528	95	230	234	220	1753	55
CTSZ	9714	36916	14506	4930	9815	9695	12977	9051	2760	16599	16135	4408	17876	23895	44969	9189	17331	12480	11891	8752	10219	13828	21643	10564	17298	9679	10132	10258	12709	10499	6306	13103	6359	30692	25535	14113	9995	16761	27502	21818	2717	11643	11189	17628	28062	7485
CTTNBP2NL	1822	1806	4093	1328	828	1082	1356	1306	2365	3725	3905	1119	2590	2240	2326	2211	2843	2854	1402	1837	1522	1412	2419	1286	1850	2120	1585	2768	1353	925	1096	1835	1802	1657	5166	1961	3634	1679	5031	6560	2243	2685	668	3229	1327	3892
CTTNBP2	67	505	347	158	86	73	96	49	65	1899	108	63	157	33	48	189	95	24	99	153	112	342	162	148	19	98	456	421	8	32	123	58	359	97	34	117	148	164	58	21	88	246	16	7011	135	34
CTTN	8143	14674	15213	9791	8958	32837	12330	31149	7662	16659	24213	9834	14096	6362	13766	8617	11219	10531	156092	10719	5066	14204	15474	10852	57995	12669	12429	9712	15399	6905	10157	16426	7369	18281	16619	16799	17836	10347	22289	32645	14449	8713	7565	24568	10051	19654
CTU1	60	173	118	88	80	41	178	95	117	112	67	131	77	96	910	102	59	187	167	92	65	82	90	73	194	68	119	39	128	142	78	59	44	312	170	130	60	427	41	147	101	52	162	101	110	98
CTU2	676	680	433	317	302	285	663	324	547	562	658	256	336	322	995	436	227	1430	592	235	290	261	293	362	398	222	532	370	307	349	579	307	225	2006	2505	439	425	586	648	822	256	339	447	516	368	1001
CTXN1	486	716	2175	229	852	380	2305	1022	1949	375	442	367	1001	954	535	402	296	958	1917	1260	678	538	1168	1170	2019	1227	1094	500	136	2212	472	595	98	1306	850	1031	233	865	191	111	2149	473	2207	1050	659	1557
CTXN2	3	0	0	0	1	1	1	0	18	0	1	21	5	2	7	0	0	0	0	42	1	2	0	3	1	5	1	0	0	16	1	3	2	27	8	2	2	1	34	0	2	0	0	2	0	2
CTXN3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	6	4	0	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0
CUBN	39	67	150	77	49	32	138	59	37	60	331	39	125	217	38	78	155	49	68	116	99	29	99	52	17	62	54	218	22	68	34	41	123	230	105	91	116	67	499	68	23	214	32	63	103	831
CUEDC1	1128	1764	2332	1343	942	1266	781	1345	3239	1876	1596	543	1106	1036	706	1946	1005	451	852	941	2670	2688	1770	1232	5413	1965	1071	970	1869	523	3575	2778	963	977	1576	1931	1801	1066	1047	559	6030	921	1627	3515	1206	591
CUEDC2	2969	3400	2317	1715	2076	2463	3015	2384	2342	2162	1233	2076	3046	2579	2890	2453	2935	2437	3259	2078	1537	1435	2361	1886	3027	3512	2702	1811	958	1685	2404	2762	1105	3988	2497	2587	2330	2421	2441	1652	2734	1805	2440	2201	1521	980
CUL1	6657	7771	4909	1604	2879	4525	2403	2993	4985	5544	5487	1945	5122	4817	6065	4150	3156	4125	3821	5512	3725	3239	4081	2725	3910	5110	2943	3857	3059	3532	4281	2030	2168	12004	18806	6062	6998	4514	8584	4913	6171	3336	3553	5855	3122	7306
CUL2	2704	5757	3007	1667	1557	2534	1488	1638	3314	5234	3133	2595	3785	2363	3737	2309	2213	3397	1479	4062	1829	1737	2486	1357	2163	3912	1674	1870	1936	1671	2736	2035	1259	3679	3546	4874	4801	2608	3193	2730	3720	2484	1634	5498	1505	4080
CUL3	8211	10179	8487	2351	3400	5610	3936	5246	8591	11061	6839	6046	7391	6213	8199	5855	6018	5807	4675	7119	4826	5032	7162	4366	4200	8712	4731	5707	9146	4046	7391	4644	3406	5387	5492	10068	14742	5228	4207	7259	10813	5520	3017	15088	3626	4670
CUL4A	4425	3986	8818	2571	4352	6573	4424	7279	7444	5583	9429	3842	7698	5789	13285	4337	8689	6200	5344	6748	4748	3735	6880	5829	5115	6877	4791	5482	4068	3385	1723	5003	3254	9294	18888	14991	11496	4405	21829	4057	7092	5824	3187	8919	4655	7473
CUL4B	4767	5628	7537	3278	3807	5285	3151	4365	9651	9255	7022	5212	6009	5238	11742	4974	6747	6437	3753	6395	5173	4843	4827	4455	4507	7335	5104	6132	9034	3963	4583	5208	2918	7789	9816	10627	13456	6347	7958	7106	9469	6382	5152	12107	3272	9939
CUL5	4196	2764	4604	2135	997	1606	1339	1268	2288	3383	2920	2224	2823	2443	4052	2788	3135	3872	1275	3400	1292	1668	2289	1719	1270	2679	2613	2854	2354	1492	2982	1603	1908	2938	5226	6078	4819	2543	7266	2948	2905	2607	1523	5804	1587	5699
CUL7	3519	3025	5177	2498	1798	4518	1941	3422	4498	6694	4267	3913	3766	2625	3946	2069	3648	1659	3830	4040	1167	3676	4592	4312	3397	3426	3669	3036	1379	1230	2994	2944	2379	2702	7790	5866	8630	3125	9669	2259	3808	2715	2375	11079	2338	14389
CUL9	1538	2750	3524	2746	1145	1969	1470	2700	1889	3212	2129	2012	1827	3270	5558	1257	2189	1014	2418	2189	1172	1465	2249	2862	2018	2318	2298	1972	1253	832	2056	2020	1743	2765	3112	3399	6173	2025	3325	1565	1352	2091	1804	2467	2322	2630
CUTA	7981	9780	5805	3909	5846	6107	7540	5081	11527	9076	4964	9367	10810	3829	9050	5047	7177	8004	10666	6370	5092	5895	7543	6494	7120	5923	7398	5040	4271	11376	5993	6287	2308	19261	16892	7251	6406	7540	11485	4072	4844	3901	8014	14178	3786	15162
CUTC	603	859	779	475	466	464	542	417	756	540	471	554	934	918	982	726	502	1602	641	491	847	398	624	319	421	1226	640	616	420	365	601	464	399	1979	1412	867	777	678	721	569	417	635	512	478	636	899
CUX1	3066	4016	5381	3391	2502	2715	2269	2543	9219	11236	5382	2434	3583	2381	3534	2589	3717	2932	4710	2184	2235	5251	3792	3332	5129	2800	2683	2775	1739	3447	4229	2470	1454	5203	7075	4141	7700	5103	3517	1701	4231	2725	3960	5362	3103	3431
CUX2	1	28	1149	898	32	1	17	4	1	7	23	4	50	174	10815	17	4	4	9	6	14	10	11	7	6	16	97	245	11	15	1	5	11	262	13	5	5	7	41	14	1	7	28	3	15	4
CUZD1	15	48	28	35	25	16	43	6	47	13	93	9	36	28	44	22	16	64	37	41	50	8	19	14	42	52	50	39	64	10	22	20	21	155	122	79	48	48	41	85	2	18	23	34	48	80
CWC15	2589	3175	2236	1399	2510	1094	2274	1309	1650	1814	2315	1272	3079	1524	2698	2011	3157	2246	1382	1640	2872	2842	2034	1380	1340	1798	2422	1715	1601	1753	1995	1404	1229	8400	5422	3558	2121	2645	3827	2425	1097	1438	1002	4071	1472	2604
CWC22	2065	2442	2160	572	891	1470	1343	1616	2161	1841	2342	977	2242	2289	2588	1666	1551	1964	1417	1731	2051	1379	1649	1005	1842	2093	1686	1820	1600	769	649	1352	1377	4508	3522	2718	3967	1650	3578	2382	2019	1402	577	2983	1184	1818
CWC25	1172	4471	1548	1527	818	805	785	1093	669	2510	1207	932	1055	1383	1927	784	1050	2449	1124	1118	1081	1021	1138	821	962	1468	971	1156	1108	728	533	1760	751	1510	1508	1686	1869	1019	1674	1588	693	754	408	767	741	1085
CWC27	1482	2100	1618	632	1041	997	908	982	1345	1835	880	1415	1208	1442	2074	1046	1336	921	988	1059	1232	1729	1260	781	1642	1054	1015	1148	1770	550	1012	1211	684	2655	1785	1705	2167	1560	1557	1536	741	934	785	2585	672	1162
CWF19L1	1750	2495	1872	776	1053	1099	1189	1440	1576	2622	864	1136	1480	2065	3406	1031	1445	1716	1611	1401	1294	912	1385	734	1826	3507	1460	1109	1004	1217	1529	1327	668	3071	2629	2448	2793	2027	1263	1770	1558	1033	902	1269	1073	1768
CWF19L2	1893	2130	1846	627	797	704	927	647	927	1156	1061	1043	1938	1325	1407	1489	1449	1395	738	1544	1177	1030	1494	704	1582	640	1166	1293	1093	955	1590	709	1005	3271	1708	3421	1850	1055	2447	1333	1185	882	544	2132	763	3424
CWH43	0	0	27	6	6	1	1	1	0	26	41	1	0	0	3	1	0	0	2	13	2	0	11	14	1	0	10	73	2	17	34	0	4	15	1	0	24	47	29	2841	0	0	7	102	7	1531
CX3CL1	471	1470	5085	2586	619	2959	4409	360	2586	1253	15962	672	1520	2595	1072	4055	1657	2356	2857	2643	4198	596	1334	1970	454	1171	4282	13543	3075	779	598	1247	3871	8821	8381	496	1154	813	11470	5750	294	934	342	865	2721	6663
CX3CR1	1717	215	1722	295	165	775	410	171	101	125	625	500	1174	133	384	4611	5045	257	826	857	305	942	1047	708	149	129	631	506	77	114	124	201	872	382	281	1347	1700	100	564	175	110	1594	1067	653	643	263
CXADRP2	1	2	3	0	0	0	0	0	1	1	1	0	0	0	3	1	11	4	0	0	3	7	0	2	2	4	0	2	1	0	3	11	0	0	2	1	4	3	0	5	1	1	0	19	4	1
CXADRP3	132	9	75	20	44	148	945	10	2	10	4	8	35	1	84	499	484	1	7	2	145	208	12	62	2	5200	19	3	12	419	135	1048	0	3	0	35	1882	392	1	13	13	371	76	86	565	2
CXADR	899	65	1528	973	132	628	47	109	432	1727	4115	775	535	31	709	1100	752	1180	41	742	306	620	483	427	46	481	384	823	1424	43	172	458	177	235	347	696	203	207	1954	3965	1521	625	214	4019	185	1479
CXCL10	279	24467	1590	289	733	467	245	1593	3401	5430	21888	312	1171	11155	7016	1433	3024	58140	527	520	2967	3849	250	282	581	743	144	650	9442	1788	1347	1074	273	10201	15218	315	2437	911	15409	11393	452	583	947	4913	6309	1124
CXCL11	46	6800	424	88	160	172	79	300	2124	2181	9462	75	256	3241	1861	580	1068	487	209	186	1257	1128	111	32	103	204	33	253	3069	292	371	261	95	4842	2731	40	825	281	5012	1076	101	169	192	921	3185	186
CXCL12	2615	11225	19767	2950	6424	2485	15449	3462	4174	9774	8560	1560	9664	17833	4284	10253	7503	2239	3736	12948	8623	1081	14647	6625	2215	3634	5697	12677	1648	8675	1800	3643	10670	10244	4894	3116	16262	9797	7445	4893	1511	14693	589	23068	9842	6848
CXCL13	7	11870	288	701	559	681	135	1165	96	421	4705	4226	13442	17675	1855	820	696	421	53	601	4266	134	58	21	80	1741	183	238	5981	858	179	122	91	18155	2350	32	498	11598	5969	2858	153	57	31	226	330	595
CXCL14	1102	157875	5465	8448	23917	2090	8214	4320	2164	14114	2938	1274	87717	7917	20010	15554	3532	1138	552652	44197	8088	1421	4341	8195	535	23909	31638	17471	1289	5717	17365	22240	6597	9400	2877	80397	54635	3186	24545	523	1498	11985	126431	950	6772	15906
CXCL16	2708	5746	4211	1357	2681	3001	3586	3505	2360	3126	15030	4568	4093	3772	11983	4277	6985	5550	2898	4075	1842	3860	4328	4673	3650	3188	2841	3768	3057	3451	2476	1579	2898	4052	9956	4397	6280	4609	10344	7277	1726	4135	2914	4376	5075	7475
CXCL17	43	392	117	97	344	1674	686	2610	0	22	81	118	2939	162	4772	75	219	3	74	46	8378	113	3	491	3	10	52	110	330	12406	771	155	62	2191	10	97	821	1629	16	80	1	232	5	10	3022	289
CXCL1	3	74	208	29	3	6	136	17	4	6	74	97	18	42	62	26	3	612	28	97	85	1	1	8	2	105	54	183	5	1	3	4	77	211	204	5	4	71	174	3539	8	49	0	37	9	323
CXCL2	9	24	84	74	10	39	602	20	13	17	40	32	86	37	94	25	12	28	149	105	457	14	7	15	3	486	136	637	5	22	13	23	373	199	63	7	11	156	178	135	121	14	3	23	29	70
CXCL3	0	11	10	8	3	0	19	4	1	0	23	0	1	4	54	7	1	43	11	10	37	2	1	4	3	21	12	18	2	1	2	2	14	36	14	1	3	27	24	129	1	4	0	1	8	55
CXCL5	0	10	8	10	2	3	14	2	2	7	47	7	8	6	37	38	3	9086	1	3	9	1	5	26	3	1	7	12	4	1	3	9	14	35	9	4	2	11	83	480	0	4	0	38	1	1970
CXCL6	0	34	42	3	0	2	13	1	3	0	28	11	13	16	9	10	1	201	0	0	18	2	0	5	1	35	39	88	4	1	0	4	10	6	5	0	2	84	15	885	1	12	0	0	0	115
CXCL9	85	58137	4046	627	348	1583	1252	5056	1023	6350	52372	475	6503	64822	40705	8313	5634	558	2000	1904	49975	807	342	432	1142	1891	150	2320	36550	6046	3050	1684	621	100935	26406	463	4551	976	17358	13907	1747	1473	662	4834	22637	403
CXCR1	1	23	41	4	6	20	228	17	4	63	4	7	6	8	5	232	17	16	12	3	14	71	5	0	7	30	1	16	15	4	1	101	22	6	5	10	453	8	22	13	10	8	103	22	91	31
CXCR2P1	6	1965	21	4	28	10	3	28	169	317	744	10	33	1313	724	37	61	9	8	7	211	881	1	7	30	85	2	15	661	27	67	97	2	1715	765	9	88	24	1379	470	13	2	159	197	703	9
CXCR2	24	46	37	11	14	9	12	28	10	35	30	30	60	39	33	46	46	23	17	15	27	37	17	15	21	11	43	20	10	7	1	11	40	51	29	42	47	14	80	767	10	50	16	14	17	34
CXCR3	28	2193	333	53	31	84	88	442	72	230	636	15	275	1406	1068	494	295	242	237	156	1293	143	72	46	97	67	40	131	740	308	127	94	74	3858	424	31	208	61	760	274	32	216	161	132	1689	39
